edge_id,u,v,undirected_id,travel_time_min,cycle_time_h,priority
711,178,176,355,6.168,3.0,periphery
712,176,177,356,2.065,3.0,periphery
713,177,176,356,2.156,3.0,periphery
714,177,179,357,5.56,3.0,periphery
715,179,177,357,3.499,3.0,periphery
716,177,178,358,3.294,1.0,artery
717,178,177,358,9.185,1.0,artery
718,178,179,359,1.703,3.0,periphery
719,179,178,359,4.372,3.0,periphery
720,180,184,360,2.593,3.0,periphery
721,184,180,360,2.944,3.0,periphery
722,180,181,361,6.269,1.0,artery
723,181,180,361,3.398,1.0,artery
724,180,182,362,3.461,3.0,periphery
725,182,180,362,4.769,3.0,periphery
726,180,183,363,2.013,3.0,periphery
727,183,180,363,1.515,3.0,periphery
728,181,184,364,1.339,3.0,periphery
729,184,181,364,1.0,3.0,periphery
730,181,183,365,8.605,1.0,artery
731,183,181,365,1.293,1.0,artery
732,181,182,366,2.194,3.0,periphery
733,182,181,366,2.122,3.0,periphery
734,182,184,367,3.013,3.0,periphery
735,184,182,367,4.088,3.0,periphery
736,182,183,368,4.199,3.0,periphery
737,183,182,368,1.766,3.0,periphery
738,183,184,369,2.267,3.0,periphery
739,184,183,369,2.969,3.0,periphery
740,185,189,370,2.158,3.0,periphery
741,189,185,370,6.573,3.0,periphery
742,185,186,371,3.364,3.0,periphery
743,186,185,371,3.894,3.0,periphery
744,185,187,372,3.73,1.0,artery
745,187,185,372,5.067,1.0,artery
746,185,188,373,2.793,3.0,periphery
747,188,185,373,1.151,3.0,periphery
748,186,189,374,3.185,1.0,artery
749,189,186,374,1.695,1.0,artery
750,186,188,375,1.825,1.0,artery
751,188,186,375,3.562,1.0,artery
752,186,187,376,5.268,1.0,artery
753,187,186,376,2.538,1.0,artery
754,187,189,377,3.016,3.0,periphery
755,189,187,377,6.958,3.0,periphery
756,187,188,378,2.895,3.0,periphery
757,188,187,378,11.937,3.0,periphery
758,188,189,379,3.518,1.0,artery
759,189,188,379,1.0,1.0,artery
760,190,194,380,3.938,1.0,artery
761,194,190,380,3.15,1.0,artery
762,190,191,381,5.433,2.0,collector
763,191,190,381,3.753,2.0,collector
764,190,192,382,2.306,3.0,periphery
765,192,190,382,1.202,3.0,periphery
766,190,193,383,2.21,3.0,periphery
767,193,190,383,1.504,3.0,periphery
768,191,194,384,1.769,3.0,periphery
769,194,191,384,3.567,3.0,periphery
770,191,193,385,6.825,3.0,periphery
771,193,191,385,3.175,3.0,periphery
772,191,192,386,1.223,3.0,periphery
773,192,191,386,3.272,3.0,periphery
774,192,194,387,5.138,2.0,collector
775,194,192,387,1.738,2.0,collector
776,192,193,388,2.312,2.0,collector
777,193,192,388,2.528,2.0,collector
778,193,194,389,1.565,3.0,periphery
779,194,193,389,3.697,3.0,periphery
780,195,199,390,2.33,3.0,periphery
781,199,195,390,3.223,3.0,periphery
782,195,196,391,1.471,3.0,periphery
783,196,195,391,1.927,3.0,periphery
784,195,197,392,3.865,3.0,periphery
785,197,195,392,2.004,3.0,periphery
786,195,198,393,7.062,1.0,artery
787,198,195,393,1.972,1.0,artery
788,196,199,394,2.867,3.0,periphery
789,199,196,394,4.385,3.0,periphery
790,196,198,395,1.07,3.0,periphery
791,198,196,395,1.0,3.0,periphery
792,196,197,396,1.003,1.0,artery
793,197,196,396,5.345,1.0,artery
794,197,199,397,1.799,1.0,artery
795,199,197,397,11.629,1.0,artery
796,197,198,398,1.786,2.0,collector
797,198,197,398,2.799,2.0,collector
798,198,199,399,6.321,3.0,periphery
799,199,198,399,8.35,3.0,periphery
800,200,204,400,8.632,3.0,periphery
801,204,200,400,5.174,3.0,periphery
802,200,201,401,4.632,3.0,periphery
803,201,200,401,3.576,3.0,periphery
804,200,202,402,3.997,3.0,periphery
805,202,200,402,1.8,3.0,periphery
806,200,203,403,1.534,3.0,periphery
807,203,200,403,2.501,3.0,periphery
808,201,204,404,2.263,3.0,periphery
809,204,201,404,1.909,3.0,periphery
810,201,203,405,3.805,1.0,artery
811,203,201,405,4.445,1.0,artery
812,201,202,406,2.642,2.0,collector
813,202,201,406,6.081,2.0,collector
814,202,204,407,1.263,1.0,artery
815,204,202,407,2.231,1.0,artery
816,202,203,408,1.63,3.0,periphery
817,203,202,408,1.0,3.0,periphery
818,203,204,409,2.385,1.0,artery
819,204,203,409,2.329,1.0,artery
820,205,209,410,6.213,3.0,periphery
821,209,205,410,3.659,3.0,periphery
822,205,206,411,1.355,1.0,artery
823,206,205,411,7.622,1.0,artery
824,205,207,412,5.213,3.0,periphery
825,207,205,412,3.553,3.0,periphery
826,205,208,413,2.187,1.0,artery
827,208,205,413,1.409,1.0,artery
828,206,209,414,2.004,2.0,collector
829,209,206,414,4.816,2.0,collector
830,206,208,415,7.763,3.0,periphery
831,208,206,415,6.325,3.0,periphery
832,206,207,416,1.869,3.0,periphery
833,207,206,416,1.28,3.0,periphery
834,207,209,417,2.727,3.0,periphery
835,209,207,417,1.0,3.0,periphery
836,207,208,418,3.042,3.0,periphery
837,208,207,418,2.293,3.0,periphery
838,208,209,419,1.895,1.0,artery
839,209,208,419,1.0,1.0,artery
840,210,214,420,3.41,3.0,periphery
841,214,210,420,1.82,3.0,periphery
842,210,211,421,1.242,1.0,artery
843,211,210,421,1.0,1.0,artery
844,210,212,422,2.465,3.0,periphery
845,212,210,422,7.257,3.0,periphery
846,210,213,423,6.789,3.0,periphery
847,213,210,423,1.905,3.0,periphery
848,211,214,424,1.746,2.0,collector
849,214,211,424,3.32,2.0,collector
850,211,213,425,1.377,3.0,periphery
851,213,211,425,3.003,3.0,periphery
852,211,212,426,3.968,3.0,periphery
853,212,211,426,5.232,3.0,periphery
854,212,214,427,2.36,2.0,collector
855,214,212,427,2.218,2.0,collector
856,212,213,428,1.48,3.0,periphery
857,213,212,428,1.526,3.0,periphery
858,213,214,429,2.187,3.0,periphery
859,214,213,429,3.124,3.0,periphery
860,215,219,430,4.335,1.0,artery
861,219,215,430,1.548,1.0,artery
862,215,216,431,6.136,3.0,periphery
863,216,215,431,2.13,3.0,periphery
864,215,217,432,2.474,3.0,periphery
865,217,215,432,1.6,3.0,periphery
866,215,218,433,1.0,1.0,artery
867,218,215,433,4.259,1.0,artery
868,216,219,434,3.899,2.0,collector
869,219,216,434,2.117,2.0,collector
870,216,218,435,2.609,1.0,artery
871,218,216,435,3.415,1.0,artery
872,216,217,436,1.0,3.0,periphery
873,217,216,436,1.824,3.0,periphery
874,217,219,437,4.036,3.0,periphery
875,219,217,437,1.181,3.0,periphery
876,217,218,438,2.988,3.0,periphery
877,218,217,438,1.11,3.0,periphery
878,218,219,439,3.315,1.0,artery
879,219,218,439,2.453,1.0,artery
880,220,224,440,1.0,1.0,artery
881,224,220,440,5.04,1.0,artery
882,220,221,441,1.613,1.0,artery
883,221,220,441,1.541,1.0,artery
884,220,222,442,2.826,3.0,periphery
885,222,220,442,4.992,3.0,periphery
886,220,223,443,1.362,3.0,periphery
887,223,220,443,2.6,3.0,periphery
888,221,224,444,3.241,3.0,periphery
889,224,221,444,3.798,3.0,periphery
890,221,223,445,2.786,1.0,artery
891,223,221,445,2.011,1.0,artery
892,221,222,446,1.525,3.0,periphery
893,222,221,446,2.639,3.0,periphery
894,222,224,447,1.317,3.0,periphery
895,224,222,447,1.0,3.0,periphery
896,222,223,448,3.256,1.0,artery
897,223,222,448,4.31,1.0,artery
898,223,224,449,1.0,3.0,periphery
899,224,223,449,1.367,3.0,periphery
900,225,229,450,3.633,2.0,collector
901,229,225,450,8.612,2.0,collector
902,225,226,451,2.537,1.0,artery
903,226,225,451,1.619,1.0,artery
904,225,227,452,2.245,3.0,periphery
905,227,225,452,5.718,3.0,periphery
906,225,228,453,1.701,3.0,periphery
907,228,225,453,1.551,3.0,periphery
908,226,229,454,1.876,3.0,periphery
909,229,226,454,1.414,3.0,periphery
910,226,228,455,2.697,3.0,periphery
911,228,226,455,6.642,3.0,periphery
912,226,227,456,3.042,3.0,periphery
913,227,226,456,2.154,3.0,periphery
914,227,229,457,2.103,1.0,artery
915,229,227,457,1.0,1.0,artery
916,227,228,458,4.257,3.0,periphery
917,228,227,458,2.391,3.0,periphery
918,228,229,459,2.249,1.0,artery
919,229,228,459,17.021,1.0,artery
920,230,234,460,2.998,1.0,artery
921,234,230,460,1.596,1.0,artery
922,230,231,461,1.94,1.0,artery
923,231,230,461,4.991,1.0,artery
924,230,232,462,2.682,1.0,artery
925,232,230,462,1.057,1.0,artery
926,230,233,463,4.35,3.0,periphery
927,233,230,463,1.678,3.0,periphery
928,231,234,464,7.711,1.0,artery
929,234,231,464,4.791,1.0,artery
930,231,233,465,1.916,1.0,artery
931,233,231,465,5.404,1.0,artery
932,231,232,466,2.61,3.0,periphery
933,232,231,466,4.18,3.0,periphery
934,232,234,467,3.352,1.0,artery
935,234,232,467,1.508,1.0,artery
936,232,233,468,1.703,3.0,periphery
937,233,232,468,4.649,3.0,periphery
938,233,234,469,2.05,1.0,artery
939,234,233,469,1.967,1.0,artery
940,235,239,470,1.413,3.0,periphery
941,239,235,470,3.231,3.0,periphery
942,235,236,471,8.638,3.0,periphery
943,236,235,471,1.321,3.0,periphery
944,235,237,472,2.542,3.0,periphery
945,237,235,472,5.847,3.0,periphery
946,235,238,473,2.389,3.0,periphery
947,238,235,473,3.287,3.0,periphery
948,236,239,474,1.325,2.0,collector
949,239,236,474,3.24,2.0,collector
950,236,238,475,2.24,3.0,periphery
951,238,236,475,4.527,3.0,periphery
952,236,237,476,5.109,3.0,periphery
953,237,236,476,11.85,3.0,periphery
954,237,239,477,3.548,1.0,artery
955,239,237,477,3.047,1.0,artery
956,237,238,478,2.816,3.0,periphery
957,238,237,478,2.027,3.0,periphery
958,238,239,479,3.07,3.0,periphery
959,239,238,479,2.099,3.0,periphery
960,240,244,480,2.772,2.0,collector
961,244,240,480,5.524,2.0,collector
962,240,241,481,1.37,3.0,periphery
963,241,240,481,4.966,3.0,periphery
964,240,242,482,5.523,3.0,periphery
965,242,240,482,2.334,3.0,periphery
966,240,243,483,1.0,1.0,artery
967,243,240,483,1.74,1.0,artery
968,241,244,484,5.457,1.0,artery
969,244,241,484,2.472,1.0,artery
970,241,243,485,1.376,3.0,periphery
971,243,241,485,1.851,3.0,periphery
972,241,242,486,4.149,3.0,periphery
973,242,241,486,3.479,3.0,periphery
974,242,244,487,2.171,3.0,periphery
975,244,242,487,2.011,3.0,periphery
976,242,243,488,1.981,2.0,collector
977,243,242,488,1.441,2.0,collector
978,243,244,489,6.605,3.0,periphery
979,244,243,489,2.065,3.0,periphery
980,245,249,490,5.201,3.0,periphery
981,249,245,490,6.243,3.0,periphery
982,245,246,491,4.561,3.0,periphery
983,246,245,491,1.934,3.0,periphery
984,245,247,492,3.193,1.0,artery
985,247,245,492,2.47,1.0,artery
986,245,248,493,1.457,1.0,artery
987,248,245,493,3.044,1.0,artery
988,246,249,494,1.235,1.0,artery
989,249,246,494,5.11,1.0,artery
990,246,248,495,1.896,3.0,periphery
991,248,246,495,2.827,3.0,periphery
992,246,247,496,2.97,3.0,periphery
993,247,246,496,2.145,3.0,periphery
994,247,249,497,3.563,1.0,artery
995,249,247,497,1.885,1.0,artery
996,247,248,498,4.227,2.0,collector
997,248,247,498,1.117,2.0,collector
998,248,249,499,2.703,3.0,periphery
999,249,248,499,8.02,3.0,periphery
1000,250,254,500,1.375,2.0,collector
1001,254,250,500,1.669,2.0,collector
1002,250,251,501,3.411,1.0,artery
1003,251,250,501,2.791,1.0,artery
1004,250,252,502,3.093,3.0,periphery
1005,252,250,502,3.361,3.0,periphery
1006,250,253,503,3.667,3.0,periphery
1007,253,250,503,4.877,3.0,periphery
1008,251,254,504,3.204,3.0,periphery
1009,254,251,504,2.168,3.0,periphery
1010,251,253,505,3.752,3.0,periphery
1011,253,251,505,7.835,3.0,periphery
1012,251,252,506,2.314,3.0,periphery
1013,252,251,506,1.396,3.0,periphery
1014,252,254,507,4.869,3.0,periphery
1015,254,252,507,2.331,3.0,periphery
1016,252,253,508,1.0,3.0,periphery
1017,253,252,508,4.166,3.0,periphery
1018,253,254,509,1.817,1.0,artery
1019,254,253,509,2.373,1.0,artery
1020,255,259,510,3.058,3.0,periphery
1021,259,255,510,2.809,3.0,periphery
1022,255,256,511,3.835,1.0,artery
1023,256,255,511,1.93,1.0,artery
1024,255,257,512,3.409,1.0,artery
1025,257,255,512,2.144,1.0,artery
1026,255,258,513,3.904,3.0,periphery
1027,258,255,513,3.625,3.0,periphery
1028,256,259,514,1.43,1.0,artery
1029,259,256,514,4.808,1.0,artery
1030,256,258,515,1.817,1.0,artery
1031,258,256,515,4.069,1.0,artery
1032,256,257,516,3.124,3.0,periphery
1033,257,256,516,7.55,3.0,periphery
1034,257,259,517,2.191,2.0,collector
1035,259,257,517,2.032,2.0,collector
1036,257,258,518,2.477,3.0,periphery
1037,258,257,518,2.089,3.0,periphery
1038,258,259,519,4.049,1.0,artery
1039,259,258,519,1.0,1.0,artery
1040,260,264,520,1.332,1.0,artery
1041,264,260,520,1.32,1.0,artery
1042,260,261,521,4.432,1.0,artery
1043,261,260,521,6.993,1.0,artery
1044,260,262,522,2.354,3.0,periphery
1045,262,260,522,2.264,3.0,periphery
1046,260,263,523,2.613,1.0,artery
1047,263,260,523,5.032,1.0,artery
1048,261,264,524,1.436,3.0,periphery
1049,264,261,524,2.891,3.0,periphery
1050,261,263,525,4.498,3.0,periphery
1051,263,261,525,3.385,3.0,periphery
1052,261,262,526,2.808,3.0,periphery
1053,262,261,526,4.569,3.0,periphery
1054,262,264,527,1.0,2.0,collector
1055,264,262,527,3.763,2.0,collector
1056,262,263,528,1.692,3.0,periphery
1057,263,262,528,1.0,3.0,periphery
1058,263,264,529,3.405,3.0,periphery
1059,264,263,529,5.713,3.0,periphery
1060,265,269,530,2.307,3.0,periphery
1061,269,265,530,4.439,3.0,periphery
1062,265,266,531,6.593,3.0,periphery
1063,266,265,531,5.515,3.0,periphery
1064,265,267,532,6.703,3.0,periphery
1065,267,265,532,3.911,3.0,periphery
1066,265,268,533,2.622,1.0,artery
1067,268,265,533,1.0,1.0,artery
1068,266,269,534,2.162,2.0,collector
1069,269,266,534,1.511,2.0,collector
1070,266,268,535,9.218,1.0,artery
1071,268,266,535,2.255,1.0,artery
1072,266,267,536,2.698,3.0,periphery
1073,267,266,536,3.489,3.0,periphery
1074,267,269,537,2.572,3.0,periphery
1075,269,267,537,6.928,3.0,periphery
1076,267,268,538,1.725,3.0,periphery
1077,268,267,538,2.816,3.0,periphery
1078,268,269,539,1.605,3.0,periphery
1079,269,268,539,1.135,3.0,periphery
1080,270,274,540,1.736,3.0,periphery
1081,274,270,540,2.451,3.0,periphery
1082,270,271,541,1.937,3.0,periphery
1083,271,270,541,1.654,3.0,periphery
1084,270,272,542,1.078,3.0,periphery
1085,272,270,542,2.384,3.0,periphery
1086,270,273,543,1.016,3.0,periphery
1087,273,270,543,3.954,3.0,periphery
1088,271,274,544,2.633,1.0,artery
1089,274,271,544,1.045,1.0,artery
1090,271,273,545,2.081,1.0,artery
1091,273,271,545,1.596,1.0,artery
1092,271,272,546,3.035,3.0,periphery
1093,272,271,546,5.601,3.0,periphery
1094,272,274,547,1.0,1.0,artery
1095,274,272,547,2.685,1.0,artery
1096,272,273,548,2.276,3.0,periphery
1097,273,272,548,3.749,3.0,periphery
1098,273,274,549,2.848,3.0,periphery
1099,274,273,549,1.596,3.0,periphery
1100,275,279,550,2.069,3.0,periphery
1101,279,275,550,1.554,3.0,periphery
1102,275,276,551,4.779,3.0,periphery
1103,276,275,551,2.538,3.0,periphery
1104,275,277,552,7.841,1.0,artery
1105,277,275,552,2.416,1.0,artery
1106,275,278,553,1.638,3.0,periphery
1107,278,275,553,1.01,3.0,periphery
1108,276,279,554,1.0,3.0,periphery
1109,279,276,554,1.0,3.0,periphery
1110,276,278,555,2.941,3.0,periphery
1111,278,276,555,3.4,3.0,periphery
1112,276,277,556,1.0,3.0,periphery
1113,277,276,556,4.287,3.0,periphery
1114,277,279,557,1.875,1.0,artery
1115,279,277,557,2.737,1.0,artery
1116,277,278,558,6.593,2.0,collector
1117,278,277,558,4.292,2.0,collector
1118,278,279,559,2.133,1.0,artery
1119,279,278,559,1.468,1.0,artery
1120,280,284,560,1.0,3.0,periphery
1121,284,280,560,1.628,3.0,periphery
1122,280,281,561,2.208,3.0,periphery
1123,281,280,561,1.386,3.0,periphery
1124,280,282,562,2.316,1.0,artery
1125,282,280,562,2.624,1.0,artery
1126,280,283,563,2.19,3.0,periphery
1127,283,280,563,1.697,3.0,periphery
1128,281,284,564,2.773,3.0,periphery
1129,284,281,564,3.267,3.0,periphery
1130,281,283,565,1.303,2.0,collector
1131,283,281,565,5.843,2.0,collector
1132,281,282,566,2.362,3.0,periphery
1133,282,281,566,2.534,3.0,periphery
1134,282,284,567,3.833,1.0,artery
1135,284,282,567,2.882,1.0,artery
1136,282,283,568,4.439,2.0,collector
1137,283,282,568,2.977,2.0,collector
1138,283,284,569,1.735,3.0,periphery
1139,284,283,569,3.113,3.0,periphery
1140,285,289,570,1.262,2.0,collector
1141,289,285,570,2.674,2.0,collector
1142,285,286,571,2.456,3.0,periphery
1143,286,285,571,2.212,3.0,periphery
1144,285,287,572,2.32,3.0,periphery
1145,287,285,572,1.0,3.0,periphery
1146,285,288,573,1.803,3.0,periphery
1147,288,285,573,2.649,3.0,periphery
1148,286,289,574,2.758,1.0,artery
1149,289,286,574,1.353,1.0,artery
1150,286,288,575,5.355,3.0,periphery
1151,288,286,575,1.49,3.0,periphery
1152,286,287,576,4.483,1.0,artery
1153,287,286,576,3.238,1.0,artery
1154,287,289,577,1.7,3.0,periphery
1155,289,287,577,7.27,3.0,periphery
1156,287,288,578,1.224,3.0,periphery
1157,288,287,578,4.35,3.0,periphery
1158,288,289,579,4.567,1.0,artery
1159,289,288,579,1.676,1.0,artery
1160,290,294,580,5.778,3.0,periphery
1161,294,290,580,2.157,3.0,periphery
1162,290,291,581,2.98,1.0,artery
1163,291,290,581,2.929,1.0,artery
1164,290,292,582,2.312,2.0,collector
1165,292,290,582,4.076,2.0,collector
1166,290,293,583,4.034,3.0,periphery
1167,293,290,583,1.0,3.0,periphery
1168,291,294,584,5.481,1.0,artery
1169,294,291,584,1.0,1.0,artery
1170,291,293,585,4.656,3.0,periphery
1171,293,291,585,4.927,3.0,periphery
1172,291,292,586,1.302,2.0,collector
1173,292,291,586,1.958,2.0,collector
1174,292,294,587,1.291,2.0,collector
1175,294,292,587,2.203,2.0,collector
1176,292,293,588,2.083,3.0,periphery
1177,293,292,588,4.0,3.0,periphery
1178,293,294,589,5.5,3.0,periphery
1179,294,293,589,5.789,3.0,periphery
1180,295,299,590,1.788,3.0,periphery
1181,299,295,590,2.21,3.0,periphery
1182,295,296,591,1.0,2.0,collector
1183,296,295,591,1.545,2.0,collector
1184,295,297,592,4.471,3.0,periphery
1185,297,295,592,6.606,3.0,periphery
1186,295,298,593,1.195,3.0,periphery
1187,298,295,593,1.756,3.0,periphery
1188,296,299,594,2.466,3.0,periphery
1189,299,296,594,2.965,3.0,periphery
1190,296,298,595,1.542,3.0,periphery
1191,298,296,595,3.232,3.0,periphery
1192,296,297,596,1.886,3.0,periphery
1193,297,296,596,2.484,3.0,periphery
1194,297,299,597,3.478,3.0,periphery
1195,299,297,597,2.515,3.0,periphery
1196,297,298,598,1.929,1.0,artery
1197,298,297,598,2.346,1.0,artery
1198,298,299,599,2.376,1.0,artery
1199,299,298,599,2.007,1.0,artery
1200,300,304,600,2.145,2.0,collector
1201,304,300,600,6.539,2.0,collector
1202,300,301,601,3.508,1.0,artery
1203,301,300,601,2.099,1.0,artery
1204,300,302,602,3.807,3.0,periphery
1205,302,300,602,2.051,3.0,periphery
1206,300,303,603,5.066,2.0,collector
1207,303,300,603,3.128,2.0,collector
1208,301,304,604,2.35,3.0,periphery
1209,304,301,604,3.278,3.0,periphery
1210,301,303,605,1.0,3.0,periphery
1211,303,301,605,1.274,3.0,periphery
1212,301,302,606,1.224,3.0,periphery
1213,302,301,606,2.73,3.0,periphery
1214,302,304,607,7.086,3.0,periphery
1215,304,302,607,9.558,3.0,periphery
1216,302,303,608,3.675,1.0,artery
1217,303,302,608,3.384,1.0,artery
1218,303,304,609,1.0,3.0,periphery
1219,304,303,609,1.809,3.0,periphery
1220,305,309,610,1.562,2.0,collector
1221,309,305,610,1.727,2.0,collector
1222,305,306,611,2.265,3.0,periphery
1223,306,305,611,1.888,3.0,periphery
1224,305,307,612,1.0,1.0,artery
1225,307,305,612,3.925,1.0,artery
1226,305,308,613,1.316,1.0,artery
1227,308,305,613,2.893,1.0,artery
1228,306,309,614,8.698,1.0,artery
1229,309,306,614,1.443,1.0,artery
1230,306,308,615,1.0,3.0,periphery
1231,308,306,615,2.111,3.0,periphery
1232,306,307,616,4.851,1.0,artery
1233,307,306,616,8.114,1.0,artery
1234,307,309,617,1.198,3.0,periphery
1235,309,307,617,3.376,3.0,periphery
1236,307,308,618,1.895,3.0,periphery
1237,308,307,618,2.351,3.0,periphery
1238,308,309,619,12.246,3.0,periphery
1239,309,308,619,1.017,3.0,periphery
1240,310,314,620,2.918,1.0,artery
1241,314,310,620,3.318,1.0,artery
1242,310,311,621,4.807,3.0,periphery
1243,311,310,621,2.658,3.0,periphery
1244,310,312,622,3.015,2.0,collector
1245,312,310,622,1.981,2.0,collector
1246,310,313,623,2.945,3.0,periphery
1247,313,310,623,2.039,3.0,periphery
1248,311,314,624,3.638,1.0,artery
1249,314,311,624,2.007,1.0,artery
1250,311,313,625,3.142,1.0,artery
1251,313,311,625,2.462,1.0,artery
1252,311,312,626,4.925,1.0,artery
1253,312,311,626,2.43,1.0,artery
1254,312,314,627,1.0,1.0,artery
1255,314,312,627,5.343,1.0,artery
1256,312,313,628,1.455,1.0,artery
1257,313,312,628,1.693,1.0,artery
1258,313,314,629,1.753,1.0,artery
1259,314,313,629,5.716,1.0,artery
1260,315,319,630,1.0,1.0,artery
1261,319,315,630,16.465,1.0,artery
1262,315,316,631,4.722,1.0,artery
1263,316,315,631,2.865,1.0,artery
1264,315,317,632,2.425,1.0,artery
1265,317,315,632,2.974,1.0,artery
1266,315,318,633,3.426,3.0,periphery
1267,318,315,633,3.69,3.0,periphery
1268,316,319,634,3.497,1.0,artery
1269,319,316,634,2.644,1.0,artery
1270,316,318,635,2.226,1.0,artery
1271,318,316,635,2.288,1.0,artery
1272,316,317,636,2.229,1.0,artery
1273,317,316,636,4.947,1.0,artery
1274,317,319,637,3.578,2.0,collector
1275,319,317,637,1.0,2.0,collector
1276,317,318,638,3.714,2.0,collector
1277,318,317,638,2.816,2.0,collector
1278,318,319,639,2.478,3.0,periphery
1279,319,318,639,1.985,3.0,periphery
1280,320,324,640,4.919,1.0,artery
1281,324,320,640,4.424,1.0,artery
1282,320,321,641,1.576,1.0,artery
1283,321,320,641,3.199,1.0,artery
1284,320,322,642,1.399,3.0,periphery
1285,322,320,642,1.095,3.0,periphery
1286,320,323,643,1.72,2.0,collector
1287,323,320,643,4.204,2.0,collector
1288,321,324,644,4.439,3.0,periphery
1289,324,321,644,3.409,3.0,periphery
1290,321,323,645,3.872,3.0,periphery
1291,323,321,645,3.415,3.0,periphery
1292,321,322,646,1.705,3.0,periphery
1293,322,321,646,3.247,3.0,periphery
1294,322,324,647,4.051,3.0,periphery
1295,324,322,647,3.94,3.0,periphery
1296,322,323,648,5.114,3.0,periphery
1297,323,322,648,3.833,3.0,periphery
1298,323,324,649,3.094,1.0,artery
1299,324,323,649,4.762,1.0,artery
1300,325,329,650,2.466,3.0,periphery
1301,329,325,650,1.476,3.0,periphery
1302,325,326,651,2.272,3.0,periphery
1303,326,325,651,1.603,3.0,periphery
1304,325,327,652,1.671,3.0,periphery
1305,327,325,652,2.298,3.0,periphery
1306,325,328,653,1.558,3.0,periphery
1307,328,325,653,2.083,3.0,periphery
1308,326,329,654,1.0,3.0,periphery
1309,329,326,654,2.848,3.0,periphery
1310,326,328,655,2.508,3.0,periphery
1311,328,326,655,1.535,3.0,periphery
1312,326,327,656,3.722,1.0,artery
1313,327,326,656,4.398,1.0,artery
1314,327,329,657,1.0,3.0,periphery
1315,329,327,657,1.586,3.0,periphery
1316,327,328,658,1.58,1.0,artery
1317,328,327,658,1.426,1.0,artery
1318,328,329,659,4.122,3.0,periphery
1319,329,328,659,2.231,3.0,periphery
1320,330,334,660,2.138,3.0,periphery
1321,334,330,660,1.0,3.0,periphery
1322,330,331,661,3.669,3.0,periphery
1323,331,330,661,1.191,3.0,periphery
1324,330,332,662,2.598,1.0,artery
1325,332,330,662,2.96,1.0,artery
1326,330,333,663,5.669,3.0,periphery
1327,333,330,663,1.143,3.0,periphery
1328,331,334,664,1.0,1.0,artery
1329,334,331,664,2.798,1.0,artery
1330,331,333,665,7.381,2.0,collector
1331,333,331,665,5.27,2.0,collector
1332,331,332,666,2.842,2.0,collector
1333,332,331,666,1.866,2.0,collector
1334,332,334,667,4.067,1.0,artery
1335,334,332,667,1.397,1.0,artery
1336,332,333,668,3.335,1.0,artery
1337,333,332,668,3.394,1.0,artery
1338,333,334,669,4.734,3.0,periphery
1339,334,333,669,13.124,3.0,periphery
1340,335,339,670,3.171,1.0,artery
1341,339,335,670,1.846,1.0,artery
1342,335,336,671,2.468,3.0,periphery
1343,336,335,671,1.0,3.0,periphery
1344,335,337,672,1.652,1.0,artery
1345,337,335,672,1.96,1.0,artery
1346,335,338,673,1.83,2.0,collector
1347,338,335,673,2.746,2.0,collector
1348,336,339,674,1.53,3.0,periphery
1349,339,336,674,4.91,3.0,periphery
1350,336,338,675,2.506,3.0,periphery
1351,338,336,675,2.492,3.0,periphery
1352,336,337,676,2.058,2.0,collector
1353,337,336,676,2.75,2.0,collector
1354,337,339,677,4.111,1.0,artery
1355,339,337,677,1.489,1.0,artery
1356,337,338,678,1.688,3.0,periphery
1357,338,337,678,2.088,3.0,periphery
1358,338,339,679,1.117,1.0,artery
1359,339,338,679,1.533,1.0,artery
1360,340,344,680,1.883,3.0,periphery
1361,344,340,680,4.234,3.0,periphery
1362,340,341,681,2.933,3.0,periphery
1363,341,340,681,2.814,3.0,periphery
1364,340,342,682,4.175,1.0,artery
1365,342,340,682,2.308,1.0,artery
1366,340,343,683,3.167,1.0,artery
1367,343,340,683,2.355,1.0,artery
1368,341,344,684,2.938,1.0,artery
1369,344,341,684,1.766,1.0,artery
1370,341,343,685,1.0,3.0,periphery
1371,343,341,685,2.312,3.0,periphery
1372,341,342,686,5.884,3.0,periphery
1373,342,341,686,4.368,3.0,periphery
1374,342,344,687,4.472,3.0,periphery
1375,344,342,687,5.261,3.0,periphery
1376,342,343,688,2.643,3.0,periphery
1377,343,342,688,2.821,3.0,periphery
1378,343,344,689,1.73,2.0,collector
1379,344,343,689,2.073,2.0,collector
1380,345,349,690,3.626,3.0,periphery
1381,349,345,690,5.16,3.0,periphery
1382,345,346,691,2.305,1.0,artery
1383,346,345,691,1.913,1.0,artery
1384,345,347,692,2.507,1.0,artery
1385,347,345,692,3.594,1.0,artery
1386,345,348,693,1.054,3.0,periphery
1387,348,345,693,1.0,3.0,periphery
1388,346,349,694,1.801,3.0,periphery
1389,349,346,694,1.205,3.0,periphery
1390,346,348,695,1.847,1.0,artery
1391,348,346,695,2.293,1.0,artery
1392,346,347,696,1.909,3.0,periphery
1393,347,346,696,5.99,3.0,periphery
1394,347,349,697,3.049,1.0,artery
1395,349,347,697,3.001,1.0,artery
1396,347,348,698,3.64,1.0,artery
1397,348,347,698,1.265,1.0,artery
1398,348,349,699,4.674,3.0,periphery
1399,349,348,699,2.394,3.0,periphery
1400,350,353,700,3.747,3.0,periphery
1401,353,350,700,1.317,3.0,periphery
1402,350,351,701,1.0,1.0,artery
1403,351,350,701,4.093,1.0,artery
